K	N
281	4
282	3
283	9
284	7
285	5
286	8
287	5
288	4
289	2
290	4
291	3
292	4
293	5
294	4
295	2
296	4
297	4
298	1
299	5
300	2
301	2
302	5
303	6
304	5
305	4
306	5
307	5
308	7
309	4
310	9
311	3
312	5
313	8
314	4
315	10
316	5
317	5
318	2
319	3
320	2
321	4
322	5
323	3
324	5
325	7
326	2
327	2
328	0
329	2
330	3
331	4
332	6
333	4
334	2
335	7
336	7
337	3
338	5
339	2
340	3
341	1
342	9
343	5
344	3
345	6
346	4
347	4
348	5
349	4
350	4
351	5
352	3
353	1
354	7
355	2
356	5
357	1
358	4
359	2
360	2
361	3
362	3
363	4
364	6
365	8
366	1
367	8
368	6
369	4
370	3
371	7
372	2
373	7
374	1
375	2
376	3
377	1
378	3
379	2
380	5
381	3
382	1
383	3
384	2
385	3
386	4
387	1
388	5
389	4
390	5
391	5
392	5
393	0
394	6
395	11
396	2
397	1
398	2
399	4
400	6
401	8
402	2
403	1
404	7
405	4
406	4
407	5
408	3
409	2
410	5
411	2
412	0
413	3
414	3
415	4
416	3
417	7
418	3
419	3
420	3
421	1
422	3
423	3
424	1
425	2
426	7
427	3
428	4
429	2
430	4
431	3
432	4
433	3
434	2
435	7
436	4
437	4
438	4
439	4
440	5
441	3
442	3
443	4
444	6
445	3
446	4
447	8
448	4
449	4
450	5
451	5
452	0
453	3
454	6
455	2
456	4
457	3
458	2
459	3
460	5
461	2
462	3
463	5
464	6
465	5
466	6
467	0
468	4
469	4
470	4
471	2
472	5
473	6
474	4
475	6
476	4
477	4
478	6
479	4
480	10
481	2
482	4
483	3
484	6
485	5
486	4
487	5
488	4
489	7
490	3
491	3
492	2
493	2
494	3
495	6
496	1
497	6
498	6
499	4
500	2
501	2
502	5
503	3
504	5
505	4
506	3
507	6
508	4
509	5
510	3
511	5
512	1
513	2
514	5
515	7
516	1
517	5
518	3
519	4
520	2
521	3
522	2
523	0
524	11
525	3
526	6
527	5
528	3
529	4
530	5
531	10
532	7
533	4
534	11
535	6
536	6
537	7
538	1
539	2
540	10
541	0
542	3
543	5
544	5
545	4
546	3
547	6
548	6
549	1
550	2
551	1
552	8
553	5
554	5
555	7
556	6
557	5
558	6
559	9
560	3
561	7
562	5
563	4
564	11
565	4
566	4
567	6
568	5
569	3
570	5
571	3
572	4
573	7
574	1
575	5
576	9
577	4
578	5
579	6
580	7
581	7
582	6
583	9
584	7
585	6
586	7
587	8
588	10
589	10
590	3
591	11
592	6
593	6
594	7
595	10
596	6
597	5
598	7
599	12
600	9
601	8
602	7
603	10
604	2
605	10
606	9
607	8
608	5
609	6
610	10
611	10
612	5
613	13
614	10
615	10
616	8
617	14
618	6
619	6
620	9
621	13
622	10
623	18
624	9
625	8
626	10
627	9
628	8
629	11
630	7
631	9
632	7
633	11
634	9
635	12
636	12
637	14
638	14
639	8
640	10
641	15
642	8
643	8
644	11
645	11
646	11
647	10
648	12
649	2
650	13
651	11
652	10
653	14
654	13
655	10
656	9
657	10
658	6
659	10
660	7
661	13
662	10
663	11
664	15
665	12
666	12
667	5
668	7
669	9
670	7
671	11
672	7
673	6
674	5
675	10
676	8
677	13
678	9
679	5
680	5
681	7
682	8
683	5
684	5
685	4
686	3
687	12
688	5
689	9
690	8
691	3
692	7
693	9
694	6
695	7
696	5
697	6
698	5
699	5
700	6
701	7
702	3
703	5
704	2
705	7
706	9
707	6
708	3
709	10
710	7
711	5
712	5
713	6
714	6
715	8
716	3
717	5
718	3
719	11
720	10
721	6
722	4
723	5
724	9
725	6
726	5
727	10
728	11
729	7
730	8
731	5
732	5
733	5
734	12
735	8
736	5
737	7
738	5
739	8
740	6
741	5
742	4
743	6
744	6
745	8
746	8
747	6
748	9
749	4
750	7
751	7
752	9
753	9
754	10
755	8
756	5
757	5
758	3
759	6
760	7
761	7
762	7
763	2
764	6
765	4
766	9
767	7
768	9
769	6
770	11
771	7
772	10
773	5
774	8
775	8
776	7
777	4
778	5
779	5
780	12
781	7
782	6
783	8
784	9
785	8
786	9
787	6
788	13
789	6
790	4
791	12
792	10
793	13
794	9
795	11
796	9
797	8
798	12
799	8
800	7
801	7
802	14
803	4
804	6
805	12
806	7
807	4
808	8
809	12
810	10
811	7
812	6
813	5
814	8
815	8
816	8
817	11
818	9
819	7
820	14
821	8
822	11
823	8
824	5
825	9
826	6
827	12
828	9
829	12
830	4
831	11
832	11
833	15
834	9
835	9
836	12
837	9
838	18
839	9
840	5
841	6
842	11
843	5
844	15
845	8
846	9
847	11
848	8
849	9
850	7
851	14
852	10
853	6
854	6
855	4
856	11
857	10
858	12
859	10
860	12
861	9
862	7
863	12
864	4
865	13
866	6
867	5
868	13
869	10
870	15
871	13
872	12
873	20
874	9
875	6
876	9
877	10
878	14
879	4
880	8
881	7
882	10
883	6
884	5
885	10
886	12
887	8
888	11
889	10
890	9
891	9
892	8
893	15
894	13
895	7
896	11
897	11
898	9
899	10
900	7
901	10
902	13
903	14
904	19
905	11
906	19
907	8
908	18
909	6
910	14
911	14
912	10
913	16
914	15
915	8
916	18
917	14
918	5
919	12
920	13
921	7
922	11
923	15
924	16
925	7
926	12
927	13
928	12
929	10
930	13
931	11
932	17
933	7
934	15
935	11
936	19
937	11
938	20
939	18
940	9
941	15
942	15
943	16
944	19
945	10
946	14
947	18
948	16
949	19
950	15
951	10
952	16
953	12
954	15
955	19
956	16
957	18
958	11
959	20
960	20
961	17
962	18
963	14
964	20
965	20
966	19
967	23
968	21
969	26
970	20
971	25
972	22
973	17
974	21
975	21
976	22
977	22
978	15
979	18
980	17
981	22
982	19
983	20
984	21
985	23
986	17
987	20
988	23
989	17
990	28
991	22
992	30
993	28
994	27
995	33
996	22
997	25
998	23
999	25
1000	30
1001	27
1002	33
1003	22
1004	21
1005	25
1006	25
1007	20
1008	25
1009	25
1010	33
1011	29
1012	34
1013	30
1014	25
1015	30
1016	39
1017	30
1018	31
1019	29
1020	25
1021	35
1022	27
1023	34
1024	0
